hour_of_day,day_of_week,day_name,month,is_lunch_peak,is_dinner_peak,is_weekend,orders_next_30min
12,0,Mon,12,1,0,0,12
11,6,Sun,6,0,0,1,8
9,3,Thu,9,0,0,0,5
13,1,Tue,12,1,0,0,10
18,6,Sun,4,0,0,1,6
16,0,Mon,12,0,0,0,4
20,2,Wed,11,0,1,0,13
17,6,Sun,6,0,0,1,9
15,2,Wed,7,0,0,0,4
20,1,Tue,1,0,1,0,12
19,1,Tue,5,0,1,0,13
9,6,Sun,4,0,0,1,8
9,2,Wed,10,0,0,0,3
9,0,Mon,2,0,0,0,5
10,6,Sun,2,0,0,1,6
9,3,Thu,2,0,0,0,3
12,4,Fri,7,1,0,0,12
18,1,Tue,11,0,0,0,4
17,2,Wed,11,0,0,0,3
20,0,Mon,4,0,1,0,14
12,1,Tue,6,1,0,0,11
21,0,Mon,7,0,1,0,14
12,1,Tue,9,1,0,0,10
15,2,Wed,11,0,0,0,6
22,0,Mon,2,0,1,0,12
19,2,Wed,10,0,1,0,12
17,0,Mon,12,0,0,0,7
15,1,Tue,9,0,0,0,2
9,4,Fri,11,0,0,0,2
9,4,Fri,5,0,0,0,3
12,6,Sun,6,1,0,1,15
12,3,Thu,6,1,0,0,15
9,3,Thu,11,0,0,0,2
14,6,Sun,3,1,0,1,15
18,6,Sun,11,0,0,1,7
10,5,Sat,11,0,0,1,8
19,2,Wed,10,0,1,0,14
13,0,Mon,7,1,0,0,14
16,3,Thu,7,0,0,0,2
11,1,Tue,8,0,0,0,2
17,6,Sun,5,0,0,1,9
15,4,Fri,2,0,0,0,4
17,0,Mon,3,0,0,0,3
9,5,Sat,9,0,0,1,7
13,4,Fri,6,1,0,0,12
20,6,Sun,8,0,1,1,18
21,0,Mon,8,0,1,0,13
11,6,Sun,5,0,0,1,7
12,3,Thu,1,1,0,0,10
12,3,Thu,6,1,0,0,12
19,2,Wed,7,0,1,0,13
20,5,Sat,9,0,1,1,20
15,0,Mon,2,0,0,0,3
18,5,Sat,12,0,0,1,9
19,1,Tue,2,0,1,0,15
16,5,Sat,10,0,0,1,7
19,6,Sun,1,0,1,1,17
18,6,Sun,5,0,0,1,8
13,3,Thu,2,1,0,0,10
21,2,Wed,3,0,1,0,15
21,6,Sun,2,0,1,1,17
20,3,Thu,11,0,1,0,12
18,4,Fri,4,0,0,0,3
15,3,Thu,11,0,0,0,3
11,0,Mon,3,0,0,0,2
11,2,Wed,9,0,0,0,6
11,6,Sun,10,0,0,1,8
20,0,Mon,12,0,1,0,13
12,1,Tue,2,1,0,0,11
14,1,Tue,7,1,0,0,10
13,3,Thu,11,1,0,0,13
16,2,Wed,3,0,0,0,3
22,5,Sat,10,0,1,1,18
22,2,Wed,8,0,1,0,13
20,2,Wed,4,0,1,0,16
21,2,Wed,4,0,1,0,15
13,3,Thu,9,1,0,0,12
19,0,Mon,11,0,1,0,12
20,3,Thu,3,0,1,0,13
13,5,Sat,7,1,0,1,14
22,0,Mon,1,0,1,0,13
18,5,Sat,7,0,0,1,6
10,4,Fri,10,0,0,0,4
20,4,Fri,11,0,1,0,14
19,6,Sun,2,0,1,1,16
19,6,Sun,12,0,1,1,19
13,0,Mon,6,1,0,0,10
20,3,Thu,9,0,1,0,13
15,5,Sat,6,0,0,1,6
10,5,Sat,3,0,0,1,6
22,6,Sun,1,0,1,1,17
21,6,Sun,12,0,1,1,16
14,1,Tue,12,1,0,0,11
15,5,Sat,4,0,0,1,10
13,3,Thu,4,1,0,0,13
17,1,Tue,8,0,0,0,4
22,3,Thu,10,0,1,0,13
12,2,Wed,10,1,0,0,11
22,5,Sat,7,0,1,1,16
22,2,Wed,10,0,1,0,14
21,4,Fri,7,0,1,0,12
18,4,Fri,7,0,0,0,3
9,0,Mon,12,0,0,0,3
22,5,Sat,2,0,1,1,18
16,6,Sun,9,0,0,1,8
16,1,Tue,6,0,0,0,3
15,2,Wed,2,0,0,0,3
16,3,Thu,1,0,0,0,5
10,5,Sat,11,0,0,1,8
11,0,Mon,1,0,0,0,6
17,3,Thu,1,0,0,0,4
9,2,Wed,4,0,0,0,4
16,5,Sat,4,0,0,1,7
16,6,Sun,12,0,0,1,7
15,2,Wed,9,0,0,0,4
21,5,Sat,12,0,1,1,18
22,5,Sat,12,0,1,1,18
19,2,Wed,1,0,1,0,17
13,2,Wed,3,1,0,0,12
12,3,Thu,3,1,0,0,11
18,0,Mon,8,0,0,0,3
18,2,Wed,2,0,0,0,2
21,4,Fri,6,0,1,0,14
18,0,Mon,11,0,0,0,4
22,4,Fri,4,0,1,0,14
18,3,Thu,10,0,0,0,4
14,2,Wed,6,1,0,0,13
20,0,Mon,5,0,1,0,15
19,6,Sun,12,0,1,1,16
9,2,Wed,9,0,0,0,7
21,5,Sat,9,0,1,1,17
13,2,Wed,1,1,0,0,11
22,6,Sun,3,0,1,1,18
12,0,Mon,1,1,0,0,12
12,2,Wed,6,1,0,0,12
15,2,Wed,12,0,0,0,4
17,1,Tue,3,0,0,0,2
16,1,Tue,1,0,0,0,2
19,0,Mon,6,0,1,0,17
21,0,Mon,5,0,1,0,14
22,5,Sat,12,0,1,1,18
20,5,Sat,12,0,1,1,17
16,2,Wed,8,0,0,0,3
13,4,Fri,2,1,0,0,10
14,0,Mon,8,1,0,0,11
10,6,Sun,12,0,0,1,7
21,2,Wed,5,0,1,0,14
19,4,Fri,8,0,1,0,14
22,1,Tue,12,0,1,0,12
11,5,Sat,10,0,0,1,7
13,6,Sun,4,1,0,1,16
10,0,Mon,4,0,0,0,3
11,2,Wed,10,0,0,0,3
12,1,Tue,4,1,0,0,11
14,3,Thu,11,1,0,0,10
13,1,Tue,6,1,0,0,11
18,2,Wed,4,0,0,0,2
12,5,Sat,9,1,0,1,15
21,4,Fri,9,0,1,0,12
10,6,Sun,3,0,0,1,7
20,6,Sun,7,0,1,1,17
19,3,Thu,12,0,1,0,14
13,6,Sun,5,1,0,1,14
13,3,Thu,12,1,0,0,12
19,5,Sat,9,0,1,1,16
15,3,Thu,2,0,0,0,5
9,0,Mon,3,0,0,0,3
12,2,Wed,10,1,0,0,11
19,6,Sun,5,0,1,1,16
13,3,Thu,12,1,0,0,10
16,1,Tue,5,0,0,0,4
20,4,Fri,10,0,1,0,14
20,2,Wed,12,0,1,0,15
16,5,Sat,7,0,0,1,6
9,6,Sun,8,0,0,1,7
13,1,Tue,8,1,0,0,10
18,0,Mon,1,0,0,0,4
9,3,Thu,1,0,0,0,3
9,1,Tue,3,0,0,0,2
10,2,Wed,1,0,0,0,3
10,6,Sun,1,0,0,1,7
17,1,Tue,10,0,0,0,4
12,0,Mon,8,1,0,0,11
11,4,Fri,1,0,0,0,3
19,3,Thu,9,0,1,0,14
9,2,Wed,2,0,0,0,3
20,6,Sun,9,0,1,1,19
10,3,Thu,7,0,0,0,8
14,3,Thu,9,1,0,0,12
17,5,Sat,3,0,0,1,9
13,3,Thu,1,1,0,0,13
12,1,Tue,1,1,0,0,12
21,1,Tue,11,0,1,0,12
13,4,Fri,10,1,0,0,11
17,0,Mon,6,0,0,0,2
20,6,Sun,7,0,1,1,18
21,6,Sun,9,0,1,1,16
15,2,Wed,6,0,0,0,3
16,1,Tue,5,0,0,0,2
12,3,Thu,2,1,0,0,10
19,0,Mon,2,0,1,0,13
16,2,Wed,8,0,0,0,2
14,6,Sun,1,1,0,1,14
13,2,Wed,8,1,0,0,12
21,2,Wed,11,0,1,0,14
20,6,Sun,10,0,1,1,16
15,2,Wed,11,0,0,0,2
14,4,Fri,7,1,0,0,12
11,2,Wed,7,0,0,0,2
13,0,Mon,5,1,0,0,13
17,1,Tue,3,0,0,0,3
15,0,Mon,7,0,0,0,3
20,3,Thu,7,0,1,0,12
12,5,Sat,7,1,0,1,16
15,4,Fri,12,0,0,0,2
13,4,Fri,11,1,0,0,13
19,3,Thu,2,0,1,0,12
21,6,Sun,3,0,1,1,17
10,0,Mon,3,0,0,0,5
21,0,Mon,4,0,1,0,13
14,3,Thu,12,1,0,0,12
15,6,Sun,9,0,0,1,7
16,5,Sat,10,0,0,1,7
14,2,Wed,1,1,0,0,12
16,6,Sun,12,0,0,1,10
15,2,Wed,7,0,0,0,3
10,1,Tue,7,0,0,0,2
22,0,Mon,11,0,1,0,13
14,0,Mon,4,1,0,0,11
17,3,Thu,11,0,0,0,4
20,3,Thu,1,0,1,0,14
14,2,Wed,3,1,0,0,12
12,6,Sun,5,1,0,1,16
15,0,Mon,12,0,0,0,2
11,0,Mon,2,0,0,0,3
13,4,Fri,7,1,0,0,12
9,1,Tue,10,0,0,0,3
18,1,Tue,10,0,0,0,4
11,2,Wed,7,0,0,0,2
16,5,Sat,12,0,0,1,6
17,6,Sun,10,0,0,1,9
17,0,Mon,5,0,0,0,2
18,4,Fri,12,0,0,0,5
10,6,Sun,10,0,0,1,10
12,0,Mon,6,1,0,0,13
13,3,Thu,1,1,0,0,10
11,6,Sun,4,0,0,1,6
21,2,Wed,4,0,1,0,13
19,6,Sun,11,0,1,1,20
9,5,Sat,8,0,0,1,7
14,6,Sun,2,1,0,1,18
22,6,Sun,1,0,1,1,17
18,6,Sun,7,0,0,1,7
10,1,Tue,6,0,0,0,2
17,0,Mon,5,0,0,0,3
9,5,Sat,12,0,0,1,6
19,2,Wed,8,0,1,0,13
17,1,Tue,11,0,0,0,3
15,0,Mon,2,0,0,0,4
19,4,Fri,2,0,1,0,13
21,2,Wed,9,0,1,0,13
18,0,Mon,1,0,0,0,4
10,1,Tue,6,0,0,0,4
22,1,Tue,3,0,1,0,12
14,4,Fri,5,1,0,0,11
16,2,Wed,8,0,0,0,2
10,2,Wed,7,0,0,0,3
13,5,Sat,12,1,0,1,15
21,0,Mon,4,0,1,0,14
20,5,Sat,8,0,1,1,19
19,1,Tue,11,0,1,0,13
14,1,Tue,11,1,0,0,11
11,6,Sun,10,0,0,1,8
22,4,Fri,11,0,1,0,14
20,4,Fri,2,0,1,0,14
10,2,Wed,7,0,0,0,4
19,5,Sat,5,0,1,1,18
14,1,Tue,11,1,0,0,12
11,6,Sun,6,0,0,1,8
10,0,Mon,3,0,0,0,3
9,6,Sun,11,0,0,1,7
22,3,Thu,10,0,1,0,16
16,0,Mon,7,0,0,0,5
9,4,Fri,7,0,0,0,4
20,0,Mon,2,0,1,0,13
13,1,Tue,1,1,0,0,11
19,5,Sat,10,0,1,1,17
14,6,Sun,2,1,0,1,17
19,2,Wed,12,0,1,0,13
20,5,Sat,8,0,1,1,17
20,3,Thu,11,0,1,0,13
11,2,Wed,10,0,0,0,5
22,3,Thu,3,0,1,0,13
15,3,Thu,11,0,0,0,4
10,1,Tue,4,0,0,0,5
15,1,Tue,8,0,0,0,2
10,4,Fri,3,0,0,0,4
13,4,Fri,6,1,0,0,13
15,3,Thu,2,0,0,0,3
19,5,Sat,3,0,1,1,22
19,4,Fri,1,0,1,0,13
22,1,Tue,9,0,1,0,13
11,4,Fri,4,0,0,0,2
22,3,Thu,6,0,1,0,15
19,6,Sun,7,0,1,1,18
12,2,Wed,2,1,0,0,13
9,5,Sat,8,0,0,1,8
11,5,Sat,12,0,0,1,9
17,0,Mon,9,0,0,0,3
18,4,Fri,10,0,0,0,4
13,5,Sat,11,1,0,1,14
16,6,Sun,2,0,0,1,7
10,6,Sun,5,0,0,1,11
11,1,Tue,2,0,0,0,4
15,2,Wed,11,0,0,0,3
22,1,Tue,5,0,1,0,14
18,4,Fri,7,0,0,0,3
12,3,Thu,6,1,0,0,10
17,6,Sun,4,0,0,1,8
22,6,Sun,2,0,1,1,18
15,0,Mon,7,0,0,0,3
22,0,Mon,12,0,1,0,13
19,6,Sun,10,0,1,1,18
20,2,Wed,9,0,1,0,13
9,5,Sat,1,0,0,1,8
12,5,Sat,3,1,0,1,16
18,6,Sun,7,0,0,1,6
19,5,Sat,9,0,1,1,17
14,0,Mon,5,1,0,0,11
14,3,Thu,7,1,0,0,11
18,5,Sat,10,0,0,1,8
14,1,Tue,7,1,0,0,12
13,6,Sun,4,1,0,1,14
11,5,Sat,5,0,0,1,8
10,3,Thu,2,0,0,0,5
11,6,Sun,8,0,0,1,11
17,2,Wed,12,0,0,0,4
11,2,Wed,1,0,0,0,4
11,0,Mon,2,0,0,0,4
9,3,Thu,12,0,0,0,3
10,1,Tue,3,0,0,0,5
19,3,Thu,7,0,1,0,13
20,1,Tue,6,0,1,0,13
11,1,Tue,7,0,0,0,4
10,3,Thu,11,0,0,0,4
16,6,Sun,5,0,0,1,10
14,4,Fri,4,1,0,0,10
15,3,Thu,7,0,0,0,2
9,6,Sun,3,0,0,1,7
14,1,Tue,10,1,0,0,12
10,6,Sun,7,0,0,1,7
21,6,Sun,2,0,1,1,16
14,5,Sat,12,1,0,1,20
11,2,Wed,12,0,0,0,3
15,2,Wed,8,0,0,0,2
11,0,Mon,12,0,0,0,5
17,2,Wed,6,0,0,0,4
11,4,Fri,12,0,0,0,4
15,1,Tue,3,0,0,0,4
20,3,Thu,3,0,1,0,14
12,3,Thu,5,1,0,0,10
16,4,Fri,3,0,0,0,4
22,2,Wed,6,0,1,0,14
10,1,Tue,2,0,0,0,7
16,2,Wed,8,0,0,0,3
17,6,Sun,11,0,0,1,7
21,0,Mon,12,0,1,0,12
16,2,Wed,11,0,0,0,5
14,0,Mon,9,1,0,0,10
18,3,Thu,7,0,0,0,5
9,1,Tue,3,0,0,0,3
15,5,Sat,11,0,0,1,6
9,6,Sun,10,0,0,1,7
15,0,Mon,4,0,0,0,3
22,2,Wed,12,0,1,0,12
10,6,Sun,10,0,0,1,7
16,2,Wed,2,0,0,0,3
10,6,Sun,9,0,0,1,9
11,3,Thu,5,0,0,0,4
21,4,Fri,12,0,1,0,14
20,6,Sun,2,0,1,1,17
11,5,Sat,10,0,0,1,6
9,4,Fri,6,0,0,0,2
13,2,Wed,7,1,0,0,11
13,4,Fri,2,1,0,0,11
18,6,Sun,1,0,0,1,6
13,5,Sat,7,1,0,1,15
22,5,Sat,1,0,1,1,17
21,1,Tue,3,0,1,0,13
17,4,Fri,4,0,0,0,5
14,1,Tue,2,1,0,0,12
14,2,Wed,7,1,0,0,10
11,2,Wed,5,0,0,0,4
13,2,Wed,1,1,0,0,11
18,3,Thu,12,0,0,0,4
15,4,Fri,12,0,0,0,4
11,0,Mon,8,0,0,0,4
10,5,Sat,10,0,0,1,7
13,0,Mon,7,1,0,0,12
11,2,Wed,4,0,0,0,4
13,6,Sun,2,1,0,1,15
17,6,Sun,7,0,0,1,9
19,4,Fri,11,0,1,0,16
18,6,Sun,2,0,0,1,6
9,1,Tue,6,0,0,0,4
12,0,Mon,1,1,0,0,13
18,6,Sun,7,0,0,1,6
13,2,Wed,7,1,0,0,11
10,0,Mon,12,0,0,0,7
20,0,Mon,4,0,1,0,13
10,5,Sat,4,0,0,1,7
9,0,Mon,10,0,0,0,2
22,2,Wed,5,0,1,0,13
16,5,Sat,2,0,0,1,6
10,2,Wed,9,0,0,0,5
11,3,Thu,10,0,0,0,4
20,6,Sun,4,0,1,1,17
10,3,Thu,11,0,0,0,4
12,6,Sun,9,1,0,1,14
22,3,Thu,3,0,1,0,14
9,0,Mon,9,0,0,0,5
11,4,Fri,1,0,0,0,3
13,2,Wed,7,1,0,0,11
18,3,Thu,4,0,0,0,3
9,4,Fri,7,0,0,0,2
12,3,Thu,10,1,0,0,13
14,6,Sun,6,1,0,1,17
12,3,Thu,4,1,0,0,12
15,4,Fri,4,0,0,0,3
22,3,Thu,8,0,1,0,14
15,0,Mon,7,0,0,0,10
14,0,Mon,4,1,0,0,12
17,5,Sat,11,0,0,1,7
10,0,Mon,6,0,0,0,5
21,1,Tue,6,0,1,0,16
18,5,Sat,1,0,0,1,7
16,3,Thu,2,0,0,0,2
16,1,Tue,4,0,0,0,2
19,2,Wed,6,0,1,0,14
18,4,Fri,6,0,0,0,3
22,2,Wed,1,0,1,0,12
22,1,Tue,8,0,1,0,13
19,0,Mon,2,0,1,0,16
12,6,Sun,5,1,0,1,17
14,3,Thu,4,1,0,0,11
19,5,Sat,5,0,1,1,19
14,6,Sun,5,1,0,1,14
13,6,Sun,10,1,0,1,16
22,3,Thu,8,0,1,0,14
9,0,Mon,10,0,0,0,5
11,3,Thu,7,0,0,0,2
15,4,Fri,12,0,0,0,4
16,6,Sun,9,0,0,1,7
10,4,Fri,12,0,0,0,3
11,4,Fri,11,0,0,0,2
12,2,Wed,1,1,0,0,10
22,0,Mon,6,0,1,0,16
19,4,Fri,6,0,1,0,13
13,1,Tue,2,1,0,0,12
11,4,Fri,11,0,0,0,5
13,5,Sat,8,1,0,1,16
16,2,Wed,6,0,0,0,5
16,1,Tue,11,0,0,0,2
22,6,Sun,10,0,1,1,19
10,0,Mon,9,0,0,0,4
14,0,Mon,10,1,0,0,12
12,5,Sat,5,1,0,1,17
17,6,Sun,7,0,0,1,6
18,4,Fri,6,0,0,0,2
10,1,Tue,11,0,0,0,2
16,5,Sat,5,0,0,1,6
9,1,Tue,6,0,0,0,3
19,4,Fri,4,0,1,0,13
14,6,Sun,3,1,0,1,16
19,4,Fri,1,0,1,0,12
19,3,Thu,1,0,1,0,13
22,3,Thu,6,0,1,0,14
20,4,Fri,9,0,1,0,13
18,2,Wed,8,0,0,0,3
21,5,Sat,12,0,1,1,17
9,3,Thu,2,0,0,0,4
10,4,Fri,9,0,0,0,2
11,1,Tue,8,0,0,0,4
17,5,Sat,12,0,0,1,8
13,6,Sun,9,1,0,1,15
18,3,Thu,4,0,0,0,4
18,6,Sun,9,0,0,1,9
20,2,Wed,2,0,1,0,14
10,5,Sat,1,0,0,1,6
18,5,Sat,9,0,0,1,7
13,0,Mon,10,1,0,0,10
13,1,Tue,8,1,0,0,10
9,2,Wed,7,0,0,0,5
11,2,Wed,8,0,0,0,4
13,6,Sun,12,1,0,1,17
17,2,Wed,1,0,0,0,5
18,1,Tue,9,0,0,0,2
9,2,Wed,12,0,0,0,4
16,0,Mon,10,0,0,0,3
9,3,Thu,11,0,0,0,5
17,1,Tue,9,0,0,0,4
14,2,Wed,12,1,0,0,11
9,4,Fri,11,0,0,0,3
16,3,Thu,9,0,0,0,4
13,6,Sun,6,1,0,1,15
15,5,Sat,4,0,0,1,8
15,1,Tue,2,0,0,0,2
15,4,Fri,11,0,0,0,4
14,5,Sat,4,1,0,1,15
19,4,Fri,7,0,1,0,14
16,2,Wed,1,0,0,0,2
17,1,Tue,9,0,0,0,3
20,6,Sun,3,0,1,1,16
10,2,Wed,4,0,0,0,4
15,5,Sat,12,0,0,1,8
10,6,Sun,5,0,0,1,9
14,0,Mon,12,1,0,0,10
10,4,Fri,3,0,0,0,2
18,0,Mon,4,0,0,0,2
14,5,Sat,5,1,0,1,15
10,2,Wed,12,0,0,0,2
9,6,Sun,1,0,0,1,9
15,6,Sun,9,0,0,1,10
11,6,Sun,10,0,0,1,8
22,3,Thu,10,0,1,0,13
20,4,Fri,4,0,1,0,13
22,3,Thu,9,0,1,0,13
21,1,Tue,4,0,1,0,14
12,4,Fri,1,1,0,0,11
21,0,Mon,12,0,1,0,13
14,3,Thu,5,1,0,0,11
13,5,Sat,9,1,0,1,15
12,1,Tue,3,1,0,0,11
17,4,Fri,5,0,0,0,6
14,6,Sun,3,1,0,1,14
14,5,Sat,12,1,0,1,15
10,1,Tue,3,0,0,0,3
14,0,Mon,1,1,0,0,12
15,6,Sun,2,0,0,1,7
16,5,Sat,2,0,0,1,6
22,4,Fri,9,0,1,0,14
16,1,Tue,7,0,0,0,4
17,2,Wed,8,0,0,0,3
18,4,Fri,2,0,0,0,4
19,4,Fri,9,0,1,0,14
21,6,Sun,3,0,1,1,17
20,4,Fri,10,0,1,0,13
11,6,Sun,2,0,0,1,7
18,4,Fri,12,0,0,0,3
15,2,Wed,1,0,0,0,3
15,5,Sat,9,0,0,1,7
9,5,Sat,8,0,0,1,7
16,5,Sat,12,0,0,1,7
12,0,Mon,11,1,0,0,11
13,2,Wed,4,1,0,0,10
22,2,Wed,7,0,1,0,13
14,1,Tue,12,1,0,0,12
11,3,Thu,3,0,0,0,6
13,5,Sat,3,1,0,1,17
18,3,Thu,4,0,0,0,4
13,1,Tue,2,1,0,0,14
9,2,Wed,10,0,0,0,4
11,1,Tue,4,0,0,0,5
11,4,Fri,10,0,0,0,2
9,1,Tue,3,0,0,0,2
21,1,Tue,8,0,1,0,13
15,6,Sun,11,0,0,1,7
9,4,Fri,2,0,0,0,2
15,6,Sun,11,0,0,1,7
12,3,Thu,9,1,0,0,13
17,4,Fri,3,0,0,0,3
15,0,Mon,4,0,0,0,5
13,1,Tue,10,1,0,0,11
15,1,Tue,10,0,0,0,6
17,6,Sun,3,0,0,1,8
18,3,Thu,3,0,0,0,5
14,6,Sun,8,1,0,1,14
9,2,Wed,8,0,0,0,4
14,4,Fri,6,1,0,0,13
9,2,Wed,4,0,0,0,5
21,0,Mon,1,0,1,0,14
20,4,Fri,4,0,1,0,14
12,0,Mon,8,1,0,0,11
22,0,Mon,6,0,1,0,12
16,0,Mon,2,0,0,0,2
13,5,Sat,3,1,0,1,16
13,4,Fri,12,1,0,0,12
21,4,Fri,7,0,1,0,14
18,5,Sat,11,0,0,1,8
19,3,Thu,11,0,1,0,15
16,5,Sat,4,0,0,1,7
16,1,Tue,4,0,0,0,5
9,2,Wed,5,0,0,0,4
21,2,Wed,8,0,1,0,12
21,0,Mon,7,0,1,0,13
13,4,Fri,9,1,0,0,11
20,4,Fri,5,0,1,0,14
13,0,Mon,1,1,0,0,12
16,1,Tue,4,0,0,0,3
9,2,Wed,6,0,0,0,2
15,5,Sat,6,0,0,1,6
15,3,Thu,9,0,0,0,4
21,6,Sun,10,0,1,1,18
17,1,Tue,5,0,0,0,5
10,4,Fri,5,0,0,0,3
11,6,Sun,6,0,0,1,7
12,0,Mon,11,1,0,0,11
9,2,Wed,6,0,0,0,2
15,6,Sun,3,0,0,1,6
22,0,Mon,6,0,1,0,12
18,4,Fri,8,0,0,0,2
11,0,Mon,12,0,0,0,4
11,5,Sat,6,0,0,1,10
11,6,Sun,12,0,0,1,10
16,6,Sun,11,0,0,1,7
17,2,Wed,5,0,0,0,5
18,0,Mon,3,0,0,0,3
21,2,Wed,1,0,1,0,15
22,6,Sun,5,0,1,1,18
10,0,Mon,6,0,0,0,4
18,0,Mon,6,0,0,0,5
18,2,Wed,6,0,0,0,2
9,5,Sat,3,0,0,1,8
22,0,Mon,4,0,1,0,13
17,5,Sat,3,0,0,1,6
14,1,Tue,2,1,0,0,10
22,3,Thu,8,0,1,0,13
17,1,Tue,7,0,0,0,3
14,3,Thu,11,1,0,0,11
10,1,Tue,8,0,0,0,4
9,3,Thu,6,0,0,0,5
22,0,Mon,11,0,1,0,14
16,2,Wed,12,0,0,0,2
11,2,Wed,7,0,0,0,3
9,4,Fri,1,0,0,0,3
16,3,Thu,10,0,0,0,6
20,4,Fri,5,0,1,0,12
9,5,Sat,4,0,0,1,8
16,5,Sat,10,0,0,1,10
9,4,Fri,3,0,0,0,6
17,3,Thu,2,0,0,0,4
22,2,Wed,9,0,1,0,13
17,3,Thu,8,0,0,0,4
20,5,Sat,10,0,1,1,16
21,0,Mon,2,0,1,0,13
17,4,Fri,6,0,0,0,4
11,4,Fri,3,0,0,0,3
12,5,Sat,3,1,0,1,15
13,3,Thu,5,1,0,0,10
14,4,Fri,7,1,0,0,10
17,2,Wed,7,0,0,0,5
21,4,Fri,11,0,1,0,14
19,3,Thu,10,0,1,0,14
20,5,Sat,1,0,1,1,17
12,2,Wed,11,1,0,0,12
22,2,Wed,7,0,1,0,16
22,4,Fri,7,0,1,0,12
14,3,Thu,6,1,0,0,14
21,4,Fri,6,0,1,0,13
9,6,Sun,2,0,0,1,7
10,0,Mon,3,0,0,0,3
16,5,Sat,3,0,0,1,6
12,6,Sun,3,1,0,1,17
18,0,Mon,2,0,0,0,2
15,2,Wed,9,0,0,0,5
12,4,Fri,6,1,0,0,11
22,0,Mon,2,0,1,0,14
17,1,Tue,3,0,0,0,4
17,0,Mon,10,0,0,0,2
12,4,Fri,6,1,0,0,11
21,4,Fri,4,0,1,0,13
16,5,Sat,7,0,0,1,7
14,0,Mon,6,1,0,0,12
9,4,Fri,6,0,0,0,3
15,4,Fri,12,0,0,0,2
9,6,Sun,3,0,0,1,9
11,5,Sat,11,0,0,1,7
16,6,Sun,8,0,0,1,8
17,5,Sat,9,0,0,1,9
11,5,Sat,6,0,0,1,6
9,6,Sun,2,0,0,1,7
9,5,Sat,1,0,0,1,9
15,1,Tue,3,0,0,0,4
13,2,Wed,3,1,0,0,11
21,4,Fri,8,0,1,0,13
22,3,Thu,5,0,1,0,14
9,5,Sat,1,0,0,1,8
14,2,Wed,11,1,0,0,15
22,5,Sat,4,0,1,1,18
14,2,Wed,7,1,0,0,16
22,3,Thu,5,0,1,0,12
12,0,Mon,10,1,0,0,10
15,1,Tue,6,0,0,0,2
15,4,Fri,10,0,0,0,4
20,0,Mon,4,0,1,0,15
17,6,Sun,2,0,0,1,7
20,3,Thu,9,0,1,0,14
9,1,Tue,2,0,0,0,4
13,1,Tue,2,1,0,0,11
18,1,Tue,12,0,0,0,4
11,3,Thu,2,0,0,0,5
15,5,Sat,1,0,0,1,7
12,5,Sat,12,1,0,1,16
12,6,Sun,12,1,0,1,15
21,5,Sat,3,0,1,1,17
20,0,Mon,6,0,1,0,13
9,4,Fri,7,0,0,0,5
9,1,Tue,1,0,0,0,4
18,6,Sun,5,0,0,1,9
10,6,Sun,5,0,0,1,7
10,1,Tue,1,0,0,0,5
9,0,Mon,4,0,0,0,3
16,5,Sat,10,0,0,1,8
14,1,Tue,1,1,0,0,11
14,1,Tue,1,1,0,0,10
18,3,Thu,12,0,0,0,5
18,2,Wed,7,0,0,0,4
17,6,Sun,7,0,0,1,8
13,0,Mon,3,1,0,0,10
12,0,Mon,7,1,0,0,13
19,5,Sat,3,0,1,1,16
14,0,Mon,2,1,0,0,11
16,5,Sat,10,0,0,1,8
22,3,Thu,4,0,1,0,14
9,3,Thu,10,0,0,0,3
15,4,Fri,3,0,0,0,4
16,5,Sat,12,0,0,1,9
17,6,Sun,7,0,0,1,6
19,3,Thu,12,0,1,0,15
16,5,Sat,12,0,0,1,6
15,6,Sun,1,0,0,1,9
11,6,Sun,6,0,0,1,7
10,0,Mon,2,0,0,0,4
11,4,Fri,8,0,0,0,2
12,2,Wed,5,1,0,0,11
12,1,Tue,3,1,0,0,13
14,1,Tue,10,1,0,0,12
20,4,Fri,7,0,1,0,15
15,5,Sat,11,0,0,1,10
20,5,Sat,2,0,1,1,18
12,5,Sat,5,1,0,1,16
18,2,Wed,11,0,0,0,6
14,6,Sun,8,1,0,1,14
17,1,Tue,11,0,0,0,2
22,4,Fri,1,0,1,0,15
14,5,Sat,1,1,0,1,15
22,3,Thu,3,0,1,0,15
11,0,Mon,3,0,0,0,4
9,2,Wed,7,0,0,0,3
19,5,Sat,6,0,1,1,17
18,1,Tue,7,0,0,0,3
18,0,Mon,4,0,0,0,3
21,4,Fri,11,0,1,0,16
13,5,Sat,2,1,0,1,15
18,1,Tue,2,0,0,0,9
18,0,Mon,10,0,0,0,6
11,3,Thu,1,0,0,0,2
16,2,Wed,9,0,0,0,3
18,4,Fri,7,0,0,0,3
9,1,Tue,10,0,0,0,3
19,6,Sun,3,0,1,1,16
10,3,Thu,2,0,0,0,4
11,2,Wed,3,0,0,0,6
11,2,Wed,7,0,0,0,3
20,6,Sun,5,0,1,1,17
16,3,Thu,12,0,0,0,2
13,1,Tue,3,1,0,0,12
16,2,Wed,9,0,0,0,4
19,4,Fri,2,0,1,0,13
22,0,Mon,7,0,1,0,12
19,4,Fri,10,0,1,0,13
14,5,Sat,6,1,0,1,14
20,2,Wed,6,0,1,0,16
10,0,Mon,7,0,0,0,3
